Date,Open,High,Low,Close,Adj Close,Volume,,,,Daily return
22/3/18,113.199997,113.599998,109.540001,109.949997,105.615372,22550400,,,,-0.041746594
23/3/18,110.269997,110.919998,106.760002,107.010002,102.791275,23081500,,,,-0.02673945
26/3/18,109.190002,111.160004,108.650002,110.309998,105.961174,20217500,,,,0.030838211
27/3/18,111.07,111.690002,107.300003,108.169998,103.90554,18039900,,,,-0.019399879
28/3/18,108.279999,109.169998,106.650002,108,103.742249,19189300,,,,-0.001571533
29/3/18,108.5,110.779999,107.779999,109.970001,105.634583,13274600,,,,0.018240727
2/4/18,109.959999,110.730003,106.080002,107.849998,103.59816,18822500,,,,-0.019277995
3/4/18,108.360001,109.5,107.260002,109.330002,105.019814,14050700,,,,0.013722773
4/4/18,107.099998,111.209999,107.019997,110.989998,106.614372,15302600,,,,0.015183401
5/4/18,111.629997,112.830002,111.389999,111.879997,108.014259,16627000,,,,0.013130378
6/4/18,110.550003,111.550003,107.82,109.089996,105.320656,18906000,,,,-0.024937476
9/4/18,110.010002,112.980003,109.889999,110.400002,106.585403,15974300,,,,0.012008537
10/4/18,112.129997,112.870003,111.419998,112.510002,108.622498,13951400,,,,0.019112326
11/4/18,111.660004,111.809998,110.519997,110.620003,106.797806,14503300,,,,-0.016798472
12/4/18,111.559998,114.389999,111.5,113.370003,109.452789,16435500,,,,0.024859902
13/4/18,115.019997,115.150002,109.050003,110.300003,106.488861,39152800,,,,-0.027079511
16/4/18,110.940002,111.470001,109.790001,110.209999,106.401978,16580500,,,,-0.000815888
17/4/18,111.370003,111.919998,109.989998,110.209999,106.401978,15501400,,,,0
18/4/18,110.529999,111.07,108.889999,109.32,105.542717,16081400,,,,-0.008075611
19/4/18,109.529999,111.870003,109.5,111.720001,107.859795,17911000,,,,0.021953935
20/4/18,112.300003,112.739998,110.879997,111.470001,107.618423,15584400,,,,-0.002237831
23/4/18,111.57,111.949997,110.629997,110.93,107.097099,11285800,,,,-0.004844189
24/4/18,111.75,112.900002,109.589996,110.410004,106.595062,16453100,,,,-0.004687681
25/4/18,110.269997,110.529999,108.599998,109.989998,106.189575,13548200,,,,-0.003803994
26/4/18,109.970001,110.82,109.339996,110.099998,106.295769,10299500,,,,0.001000042
27/4/18,109.550003,110.160004,109.129997,109.400002,105.619957,9384000,,,,-0.006357845
30/4/18,109.75,110.300003,108.75,108.779999,105.021385,13744900,,,,-0.005667224
1/5/18,108.449997,108.970001,107.540001,108.779999,105.021385,10503400,,,,0
2/5/18,108.110001,109.489998,107.730003,107.919998,104.191086,12162100,,,,-0.007905999
3/5/18,107.589996,107.769997,105.18,107.239998,103.534592,15379100,,,,-0.006300865
4/5/18,106.43,108.739998,105.980003,108.43,104.683472,11967900,,,,0.011096581
7/5/18,108.760002,109.68,108.360001,109.370003,105.590996,9356700,,,,0.00866922
8/5/18,109.529999,111.339996,109.279999,110.989998,107.155022,12543200,,,,0.014812115
9/5/18,111.440002,113.639999,111.029999,113.410004,109.491402,11368100,,,,0.021803738
10/5/18,113.190002,114.440002,112.75,114.290001,110.341003,9159700,,,,0.007759523
11/5/18,114.489998,114.730003,113.669998,113.860001,109.92585,10253000,,,,-0.003762454
14/5/18,114.110001,114.699997,113.739998,113.900002,109.964478,8710700,,,,0.000351401
15/5/18,113.910004,113.910004,112.57,113.029999,109.124519,11536200,,,,-0.007638458
16/5/18,112.889999,113.690002,112.629997,113.339996,109.423813,7571100,,,,0.002742683
17/5/18,113.199997,113.410004,112.199997,112.959999,109.056946,8617200,,,,-0.003352716
18/5/18,112.75,112.800003,110.839996,111.129997,107.290176,11806300,,,,-0.016200435
21/5/18,112.050003,112.540001,111.919998,112.150002,108.27494,9441900,,,,0.00917851
22/5/18,112.349998,114.290001,112.290001,113.010002,109.105217,11507600,,,,0.007668229
23/5/18,112.510002,112.769997,111.120003,112.489998,108.603188,11453900,,,,-0.004601329
24/5/18,112.139999,112.150002,110.120003,111.230003,107.386726,14084800,,,,-0.011200979
25/5/18,110.459999,111.080002,110.199997,110.660004,106.836433,8283500,,,,-0.005124404
29/5/18,109.18,109.199997,104.959999,105.93,102.269859,30643800,,,,-0.042743602
30/5/18,107.639999,108.599998,106.650002,108.349998,104.606239,17490800,,,,0.022845245
31/5/18,107.949997,108.190002,106.419998,107.010002,103.312538,19808200,,,,-0.012367341
1/6/18,108.339996,108.940002,107.800003,108.400002,104.65451,13594200,,,,0.01298944
4/6/18,108.989998,109.260002,108.269997,108.449997,104.702782,9415400,,,,0.000461251
5/6/18,108.239998,108.309998,107.07,107.839996,104.113853,10415200,,,,-0.005624769
6/6/18,108.660004,110.739998,108.480003,110.360001,106.546783,15453600,,,,0.023367976
7/6/18,111.18,111.5,110.029999,110.800003,106.971581,13444400,,,,0.003986962
8/6/18,110.620003,111.139999,110.059998,111.110001,107.270874,10383200,,,,0.002797874
11/6/18,111.120003,111.910004,110.769997,110.830002,107.000542,12642900,,,,-0.002520088
12/6/18,111.139999,111.529999,109.519997,110.190002,106.382668,15294100,,,,-0.005774494
13/6/18,110.459999,111.449997,109.580002,109.970001,106.170265,14979700,,,,-0.001996594
14/6/18,110.279999,110.360001,107.779999,108.029999,104.297295,20487300,,,,-0.017641192
15/6/18,107.800003,108.379997,106.269997,107.900002,104.171783,26028600,,,,-0.001203406
18/6/18,107.260002,108.400002,106.690002,108.18,104.442101,9786800,,,,0.002594925
19/6/18,106.900002,107.879997,106.599998,107.550003,103.833885,12707200,,,,-0.005823475
20/6/18,108.18,108.639999,107.440002,107.540001,103.824226,8876900,,,,-9.30236E-05
21/6/18,107.099998,108.209999,106.529999,107.510002,103.795265,11048700,,,,-0.000278943
22/6/18,108.160004,108.370003,105.510002,105.75,102.096069,19478900,,,,-0.01637065
25/6/18,105.660004,105.699997,103.959999,104.790001,101.169243,16907600,,,,-0.009077979
26/6/18,104.709999,105.209999,103.110001,104.860001,101.236824,17086800,,,,0.000667999
27/6/18,104.68,105.919998,103.230003,103.239998,99.672798,16276800,,,,-0.015449181
28/6/18,103.68,105.459999,103.510002,104.93,101.304405,14491300,,,,0.016369632
29/6/18,106.68,106.900002,104.150002,104.199997,100.599617,18972400,,,,-0.006957131
2/7/18,103.720001,105.089996,103.379997,105.080002,101.449226,11130000,,,,0.00844545
3/7/18,105.410004,105.779999,103.519997,103.610001,100.030022,8311700,,,,-0.013989303
5/7/18,104.129997,104.379997,103.529999,103.720001,100.680382,10723400,,,,0.006501648
6/7/18,103.120003,104.5,102.199997,104.059998,101.010414,12173700,,,,0.003278017
9/7/18,104.709999,107.459999,104.709999,107.279999,104.13604,13900800,,,,0.030943602
10/7/18,108.019997,108.400002,106.529999,106.620003,103.495392,14575900,,,,-0.00615203
11/7/18,106.309998,107.059998,106.209999,106.389999,103.272133,10186500,,,,-0.002157188
12/7/18,107.419998,107.559998,105.970001,106.849998,103.718651,12456800,,,,0.004323703
13/7/18,107.300003,107.800003,105.139999,106.360001,103.243019,21289100,,,,-0.00458579
16/7/18,107.050003,110.769997,106.980003,110.580002,107.33934,24662600,,,,0.039676494
17/7/18,110.690002,110.93,109.75,110.5,107.261688,14821900,,,,-0.000723425
18/7/18,110.419998,112.120003,110.199997,111.529999,108.261497,14244900,,,,0.009321213
19/7/18,111.059998,111.089996,109.730003,109.889999,106.669556,16775300,,,,-0.014704591
20/7/18,110,111.739998,109.779999,111.279999,108.018822,13578100,,,,0.012649026
23/7/18,111.059998,114.239998,110.93,113.349998,110.02816,18140000,,,,0.01860174
24/7/18,113.550003,114.779999,113.419998,114.150002,110.804726,14000400,,,,0.007057884
25/7/18,113.879997,115.519997,113.379997,115.18,111.804543,13329100,,,,0.009023234
26/7/18,115.419998,115.589996,114.580002,114.849998,111.484207,11897800,,,,-0.002865143
27/7/18,115.18,116.300003,114.809998,116.029999,112.629623,12802700,,,,0.010274244
30/7/18,116.279999,117.610001,116.059998,116.730003,113.309113,13411600,,,,0.00603296
31/7/18,117.080002,117.080002,114.82,114.949997,111.581276,15843800,,,,-0.015248879
1/8/18,115.75,116.690002,115.279999,115.660004,112.27047,13531600,,,,0.00617661
2/8/18,114.57,116.25,114.330002,116.150002,112.746109,11058100,,,,0.004236546
3/8/18,116,117.129997,115.940002,117.089996,113.658554,11016100,,,,0.008092918
6/8/18,116.790001,117.529999,116.18,117.120003,113.687683,9857400,,,,0.000256285
7/8/18,117.739998,118.290001,117.330002,117.550003,114.105087,10562100,,,,0.003671497
8/8/18,117.330002,118.269997,117.279999,117.790001,114.338051,8997100,,,,0.002041662
9/8/18,117.510002,117.720001,116.699997,116.879997,113.454704,9694200,,,,-0.007725748
10/8/18,115.5,115.949997,114.68,115.730003,112.338417,12630600,,,,-0.009839054
13/8/18,115.559998,115.879997,113.82,113.889999,110.55233,10336300,,,,-0.015899165
14/8/18,114.269997,115.040001,113.650002,114.650002,111.29007,10597600,,,,0.00667322
15/8/18,113.82,114.330002,112.970001,113.699997,110.367912,10152100,,,,-0.008286076
16/8/18,114.349998,115.309998,114.300003,114.769997,111.406548,10118600,,,,0.00941067
17/8/18,114.639999,115.07,114.300003,114.769997,111.406548,8505100,,,,0
20/8/18,114.589996,115.050003,114.110001,114.620003,111.260948,8618700,,,,-0.001306925
21/8/18,115.370003,116.389999,114.879997,115.32,111.940422,10976700,,,,0.00610703
22/8/18,115.309998,115.410004,114.779999,114.970001,111.600693,8314700,,,,-0.003034909
23/8/18,114.959999,115.150002,114.43,114.730003,111.367729,9265400,,,,-0.002087478
24/8/18,114.980003,115.220001,114.449997,114.68,111.319183,8845700,,,,-0.000435907
27/8/18,115.220001,117.279999,115.169998,116.709999,113.289696,13768000,,,,0.017701468
28/8/18,117,117.029999,115.970001,116.139999,112.736397,8302600,,,,-0.00488393
29/8/18,116.349998,116.370003,115.360001,115.760002,112.367538,7221700,,,,-0.003271871
30/8/18,115.589996,116.040001,114.980003,115.190002,111.814247,8991800,,,,-0.00492394
31/8/18,114.830002,114.839996,113.82,114.580002,111.222122,13065700,,,,-0.005295613
4/9/18,114.339996,115.239998,113.629997,115.150002,111.775421,10174200,,,,0.004974721
5/9/18,115,115.699997,114.25,114.589996,111.231819,11462400,,,,-0.004863341
6/9/18,114.5,114.699997,113.5,114.099998,110.75618,9877600,,,,-0.004276106
7/9/18,114.5,114.769997,113.629997,114.32,110.969734,10955600,,,,0.001928145
10/9/18,114.849998,114.970001,113.660004,113.709999,110.377617,8276900,,,,-0.005335842
11/9/18,113.540001,114.580002,113.18,114.43,111.076515,9333800,,,,0.006331882
12/9/18,114.25,114.879997,112.849998,113.080002,109.766075,10800800,,,,-0.011797633
13/9/18,113.370003,114.129997,112.669998,113.519997,110.193184,12470800,,,,0.003891084
14/9/18,113.809998,114.489998,113.230003,113.5,110.173767,10337900,,,,-0.000176209
17/9/18,113.790001,114.43,113.300003,113.839996,110.503807,9561300,,,,0.002995631
18/9/18,114.330002,114.660004,113.559998,114.300003,110.950317,7944200,,,,0.004040675
19/9/18,114.440002,118.059998,114.440002,117.620003,114.173035,16052800,,,,0.029046497
20/9/18,118.5,119.239998,118.080002,118.629997,115.153419,15590000,,,,0.008586826
21/9/18,119.129997,119.230003,117.739998,117.849998,114.396286,24788200,,,,-0.006574994
24/9/18,117.760002,118.459999,116.43,116.720001,113.2994,12492500,,,,-0.009588476
25/9/18,117.040001,117.970001,116.32,116.389999,112.97908,9308300,,,,-0.002827199
26/9/18,116.75,116.870003,114.660004,115.019997,111.649223,14023600,,,,-0.011770825
27/9/18,115.419998,115.760002,114.160004,114.519997,111.163872,13283000,,,,-0.004347106
28/9/18,113.650002,114.239998,112.519997,112.839996,109.533104,15815100,,,,-0.014669946
1/10/18,113.370003,114.610001,113.040001,113.5,110.173767,10146300,,,,0.005849035
2/10/18,113.360001,114.120003,112.809998,113.970001,110.62999,13753100,,,,0.00414094
3/10/18,114.940002,115.660004,114.480003,115.040001,111.66864,17142000,,,,0.009388503
4/10/18,114.550003,116.809998,114.209999,115.269997,112.675446,16357400,,,,0.009016014
5/10/18,115.830002,116.099998,114.019997,114.620003,112.040085,13777600,,,,-0.005638859
8/10/18,114.25,115.779999,113.349998,115.32,112.724319,14370900,,,,0.006107046
9/10/18,114.669998,115.029999,113.669998,114.519997,111.942329,14069500,,,,-0.00693719
10/10/18,114.699997,114.949997,111.470001,111.470001,108.960983,23086400,,,,-0.026632875
11/10/18,110.970001,111.470001,107.379997,108.129997,105.696159,33705600,,,,-0.029963239
12/10/18,110.370003,110.830002,105.599998,106.949997,104.542717,32075700,,,,-0.010912809
15/10/18,107.199997,108.849998,106.32,106.339996,103.946442,18903200,,,,-0.005703649
16/10/18,107.160004,108.779999,106.730003,108.620003,106.175133,19302800,,,,0.021440763
17/10/18,108.379997,110.800003,108.230003,109.830002,107.357903,18794500,,,,0.011139802
18/10/18,109.019997,109.839996,107.809998,108.089996,105.657059,17582500,,,,-0.015842746
19/10/18,107.650002,109.220001,107.269997,107.910004,105.48111,15234500,,,,-0.001665284
22/10/18,108.150002,108.339996,106.110001,106.360001,103.966003,16199100,,,,-0.014363776
23/10/18,104.199997,106.160004,103.699997,105.25,102.880989,21407500,,,,-0.010436238
24/10/18,104.760002,105.029999,102.910004,103.290001,100.965103,23168900,,,,-0.018622352
25/10/18,104.18,105.900002,103.720001,104.860001,102.499771,17464700,,,,0.015199984
26/10/18,104,104.559998,102.730003,103.419998,101.092171,19174900,,,,-0.013732714
29/10/18,104.459999,106.629997,103.699997,104.849998,102.48999,18445200,,,,0.013827174
30/10/18,105.709999,106.980003,104.860001,106.699997,104.298347,18019700,,,,0.01764423
31/10/18,108.080002,110.480003,107.790001,109.019997,106.566116,20860000,,,,0.021743096
1/11/18,109.620003,110.220001,108.32,108.980003,106.527031,13065000,,,,-0.000366768
2/11/18,109.900002,110.809998,107.489998,108.379997,105.940529,19009200,,,,-0.005505664
5/11/18,108.610001,109.290001,108.419998,109.089996,106.634544,10276400,,,,0.006550987
6/11/18,108.669998,109.669998,107.760002,109.599998,107.133072,10825000,,,,0.004675108
7/11/18,110.370003,111.730003,109.349998,111.480003,108.970764,12679600,,,,0.017153359
8/11/18,111.010002,112.93,111,112.379997,109.850502,11662500,,,,0.008073156
9/11/18,112.230003,112.360001,110.830002,111.290001,108.785027,10432200,,,,-0.009699318
12/11/18,111.419998,111.940002,108.599998,108.949997,106.497704,13279700,,,,-0.021026083
13/11/18,109.099998,111.120003,109.099998,109.589996,107.123291,13746100,,,,0.005874183
14/11/18,110.230003,110.709999,105.980003,107.330002,104.914169,18361400,,,,-0.020622238
15/11/18,108.239998,110.080002,106.809998,110.07,107.592499,19100000,,,,0.025528773
16/11/18,109.449997,110.760002,108.550003,109.989998,107.514297,13798600,,,,-0.000726835
19/11/18,109.959999,111.199997,109.529999,110.830002,108.335388,13987000,,,,0.00763704
20/11/18,109.779999,110.489998,107.980003,108.449997,106.008949,18936200,,,,-0.021474414
21/11/18,109.029999,109.610001,107.639999,107.639999,105.217186,10619600,,,,-0.007468832
23/11/18,106.739998,107.389999,106.059998,106.650002,104.249474,6488400,,,,-0.009197281
26/11/18,107.720001,109.980003,107.449997,109.260002,106.800728,13948300,,,,0.024472584
27/11/18,108.760002,110.029999,108.629997,109.720001,107.250374,9238200,,,,0.00421014
28/11/18,109.800003,111.400002,108.870003,110.940002,108.442917,13977300,,,,0.011119243
29/11/18,110.269997,110.800003,109.639999,110.059998,107.582718,11144300,,,,-0.007932275
30/11/18,109.849998,111.32,109.580002,111.190002,108.687286,18652700,,,,0.010267151
3/12/18,112.379997,112.889999,111.739998,112.239998,109.713646,16034500,,,,0.009443239
4/12/18,111.599998,111.599998,106.730003,107.230003,104.816422,23555900,,,,-0.044636417
6/12/18,105.010002,105.360001,102.879997,105.190002,102.822342,27213900,,,,-0.0190245
7/12/18,105.160004,106.980003,102.910004,103.290001,100.965103,19248600,,,,-0.018062602
10/12/18,102.870003,103.489998,99.279999,101.360001,99.078545,23636400,,,,-0.018685248
11/12/18,103.129997,103.660004,100.209999,100.370003,98.110832,16860700,,,,-0.00976713
12/12/18,101.660004,102.900002,100.059998,101.019997,98.746193,22621500,,,,0.006475952
13/12/18,101.550003,101.970001,100.669998,101.120003,98.843941,17250900,,,,0.000989891
14/12/18,99.989998,101.940002,99.860001,100.290001,98.032631,19879500,,,,-0.008207989
17/12/18,99.769997,100.559998,98.440002,99.010002,96.781433,25113500,,,,-0.012763077
18/12/18,99.419998,100.889999,98.120003,98.540001,96.322014,20837200,,,,-0.004746975
19/12/18,98.410004,100.580002,96.599998,97.290001,95.100151,28767900,,,,-0.012685189
20/12/18,96.610001,98.279999,95.690002,96.449997,94.279053,31825200,,,,-0.008634035
21/12/18,96.68,98.43,93.690002,94.169998,92.050377,41313900,,,,-0.023639143
24/12/18,92.889999,94.220001,92.139999,92.139999,90.066071,17009300,,,,-0.02155674
26/12/18,92.690002,95.959999,91.110001,95.959999,93.800095,22542900,,,,0.04145872
27/12/18,94.82,97.150002,93.550003,97.040001,94.855774,20304700,,,,0.011254562
28/12/18,97.949997,98.32,96.440002,96.830002,94.650513,17963300,,,,-0.002163927
,,,,Average price,107.2185033,,,,Volatility,0.014370427
